Region 	Source 	2MASS/SSTc2d 	RA 	Dec 	EDR3_plx 	EDR3_err_plx 	EDR3_RUWE 	EDR3_Dist_PPVII 	PM_EDR3_mas 	Disk 	Disk_Flag 	Observatory 	Freq_GHz 	Wavelength 	Beam_arcsec 	RMS_mJy/beam 	Survey_Ref 	Flux_mJy_Standardized 	Mdust_Mearth_Standardized 	Mdust_Mearth_PPVII 	Size_as 	eSize_as 	Hendler20_lR68 	Hendler20_R68_arcsec 	Hendler20_R68_au_DR3 	ref_spt 	Source_check 	Teff_HH14 	Lstar_DR3 	logLacc_DR3 	Mstar_B15_DR3 	logMacc_B15_DR3 	Mstar_S00_DR3 	logMacc_S00_DR3 	Mstar_Fei_DR3 	logMacc_Fei_DR3 	Mstar_PPVII 	logMacc_PPVII 	notes_Macc_PPVII
rOph 	J162717.6-242856 b 	J16271757-2428562 	16:27:17.600 	-24:28:56.000 	-- 	-- 	-- 	139 	-- 	b 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.30] 	[, 0.75] 	0.75 	[, ] 	[, ] 	-- 	-- 	-- 		J162717.6-242856 b 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162717.6-242856 c 	J16271757-2428562 	16:27:17.600 	-24:28:56.000 	-- 	-- 	-- 	139 	-- 	c 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.86] 	[, 1.08] 	1.08 	[, ] 	[, ] 	-- 	-- 	-- 		J162717.6-242856 c 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162718.4-243915 	J16271838-2439146 	16:27:18.400 	-24:39:15.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 29.03] 	[, 16.86] 	16.86 	[, ] 	[, ] 	-- 	-- 	-- 		J162718.4-243915 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162718.5-242906 	J16271848-2429059 	16:27:18.500 	-24:29:06.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.45] 	[, 0.84] 	0.84 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162718.5-242906 	3640 	1.065 	-1.932 	nan 	nan 	0.425 	-8.546 	0.35 	-8.46 	0.35 	-8.46 	<
rOph 	J162719.2-242844 	J16271921-2428438 	16:27:19.200 	-24:28:44.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 23.82] 	[, 13.83] 	13.83 	[, ] 	[, ] 	-- 	-- 	-- 		J162719.2-242844 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162721.5-244143 	J16272146-2441430 	16:27:21.500 	-24:41:43.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 14.34] 	[, 8.33] 	8.33 	[, ] 	[, ] 	-- 	-- 	-- 		J162721.5-244143 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162721.8-242728 	J16272183-2427275 	16:27:21.800 	-24:27:28.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.54] 	[, <0.31] 	<0.31 	[, ] 	[, ] 	-- 	-- 	-- 		J162721.8-242728 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162721.8-242953 	J16272180-2429533 	16:27:21.800 	-24:29:53.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 5.40] 	[, 3.14] 	3.14 	[, ] 	[, ] 	-- 	-- 	-- 		J162721.8-242953 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162723.0-244807 	J16272297-2448071 	16:27:23.000 	-24:48:07.000 	7.3402 	0.0404 	1.054 	136.24 	[-7.408, -26.305] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.51] 	[, <0.28] 	<0.28 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162723.0-244807 	3137 	0.317 	-99.01 	0.214 	-105.4 	0.2199 	-105.4 	0.2 	-105.44 	0.214 	-105.4 	--
rOph 	J162724.6-242935 	J16272463-2429353 	16:27:24.600 	-24:29:35.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.30] 	[, <0.17] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 		J162724.6-242935 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162724.6-244103 	J16272461-2441034 	16:27:24.600 	-24:41:03.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 4.64] 	[, 2.69] 	2.69 	[, ] 	[, ] 	-- 	-- 	-- 		J162724.6-244103 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162726.2-241923 	J16272622-2419229 	16:27:26.200 	-24:19:23.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.83] 	[, 0.48] 	0.48 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162726.2-241923 	2860 	0.031 	-2.982 	0.06 	-9.307 	nan 	nan 	nan 	nan 	0.06 	-9.307 	<
rOph 	J162726.3-244246 	J16272628-2442461 	16:27:26.300 	-24:42:46.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 2.47] 	[, 1.43] 	1.43 	[, ] 	[, ] 	-- 	-- 	-- 		J162726.3-244246 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162726.6-242554 	J16272658-2425543 	16:27:26.600 	-24:25:54.000 	7.2849 	0.1060 	1.036 	137.27 	[-8.536, -26.136] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.76] 	[, 1.00] 	1 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162726.6-242554 	2670 	0.017 	-99.01 	0.033 	-105.1 	nan 	nan 	nan 	nan 	0.033 	-105.1 	--
rOph 	J162727.4-243117 	J16272738-2431165 	16:27:27.400 	-24:31:17.000 	5.7474 	0.5701 	1.344 	173.99 	[-6.876, -28.877] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.48] 	[, <0.44] 	<0.44 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162727.4-243117 	3410 	1.029 	-1.897 	nan 	nan 	0.32 	-8.339 	nan 	nan 	0.32 	-8.339 	<
rOph 	J162728.4-242721 	J16272844-2427210 	16:27:28.400 	-24:27:21.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.84] 	[, 1.07] 	1.07 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162728.4-242721 	4020 	1.399 	-1.218 	0.631 	-8.031 	0.6949 	-8.072 	0.55 	-7.98 	0.55 	-7.98 	<
rOph 	J162729.9-243336 	J16272996-2433365 	16:27:29.900 	-24:33:36.000 	-- 	-- 	-- 	139 	-- 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162729.9-243336 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162730.2-242743 	J16273018-2427433 	16:27:30.200 	-24:27:43.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 5.99] 	[, 3.48] 	3.48 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162730.2-242743 	3900 	3.525 	-1.326 	nan 	nan 	0.5975 	-7.888 	nan 	nan 	0.5975 	-7.888 	<
rOph 	J162730.8-242456 	J16273084-2424560 	16:27:30.800 	-24:24:56.000 	7.0478 	0.1815 	1.046 	141.89 	[-5.853, -27.005] 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 2.02] 	[, 1.22] 	1.22 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162730.8-242456 	3355 	0.304 	-2.454 	0.263 	-9.061 	0.2975 	-9.115 	0.27 	-9.07 	0.263 	-9.061 	<
rOph 	J162730.9-242733 	J16273091-2427331 	16:27:30.900 	-24:27:33.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.42] 	[, <0.24] 	<0.24 	[, ] 	[, ] 	-- 	-- 	-- 		J162730.9-242733 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162732.1-242943 	J16273213-2429435 	16:27:32.100 	-24:29:43.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 4.44] 	[, 2.58] 	2.58 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162732.1-242943 	2860 	0.194 	-99 	nan 	nan 	0.115 	-105.2 	nan 	nan 	0.115 	-105.2 	--
rOph 	J162732.6-243323 	J16273267-2433239 	16:27:32.600 	-24:33:23.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162732.6-243323 	3560 	0.227 	-1.992 	0.385 	-8.88 	0.375 	-8.868 	0.4 	-8.9 	0.385 	-8.88 	<
rOph 	J162732.7-244500 	J16273272-2445004 	16:27:32.700 	-24:45:00.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162732.7-244500 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162732.8-243235 	J16273285-2432348 	16:27:32.800 	-24:32:35.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162732.8-243235 	3410 	0.486 	-1.952 	0.281 	-8.501 	0.3225 	-8.56 	0.28 	-8.5 	0.281 	-8.501 	<
rOph 	J162733.1-244115 	J16273311-2441152 	16:27:33.100 	-24:41:15.000 	7.3235 	0.1509 	1.219 	136.55 	[-8.723, -25.805] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 27.30] 	[, 15.30] 	15.3 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162733.1-244115 	4162 	3.817 	-0.408 	nan 	nan 	0.875 	-7.175 	nan 	nan 	0.875 	-7.175 	--
rOph 	J162736.2-240458 	J16273615-2404576 	16:27:36.200 	-24:04:58.000 	6.7906 	0.4425 	1.060 	147.26 	[-8.124, -24.809] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.48] 	[, 0.31] 	0.31 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162736.2-240458 	2920 	0.03 	-98.95 	0.073 	-105.3 	nan 	nan 	0.09 	-105.48 	0.073 	-105.3 	--
rOph 	J162736.7-235827 	J16273664-2358269 	16:27:36.700 	-23:58:27.000 	6.4340 	0.1507 	1.022 	155.42 	[-7.638, -22.247] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.26] 	<0.26 	[, ] 	[, ] 	-- 	-- 	-- 		J162736.7-235827 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162737.2-244238 	J16273724-2442380 	16:27:37.200 	-24:42:38.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 5.38] 	[, 3.12] 	3.12 	[, ] 	[, ] 	-- 	-- 	-- 		J162737.2-244238 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162737.4-241755 	J16273742-2417548 	16:27:37.400 	-24:17:55.000 	7.2344 	0.6290 	1.134 	138.23 	[-5.091, -28.271] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 2.87] 	[, 1.65] 	1.65 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162737.4-241755 	2920 	0.038 	-2.507 	0.076 	-8.906 	0.1 	-9.024 	0.09 	-8.98 	0.076 	-8.906 	--
rOph 	J162738.3-235732 	J16273832-2357324 	16:27:38.300 	-23:57:32.000 	7.0866 	0.0208 	1.240 	141.11 	[-6.222, -26.210] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 5.25] 	[, 3.14] 	3.14 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162738.3-235732 	4210 	1.635 	-98.99 	0.8 	-105.9 	0.9049 	-105.9 	0.69 	-105.86 	0.69 	-105.86 	--
rOph 	J162738.3-243658 	J16273832-2436585 	16:27:38.300 	-24:36:58.000 	7.1705 	0.1312 	0.945 	139.46 	[-6.268, -25.180] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 25.37] 	[, 14.83] 	14.83 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162738.3-243658 	4162 	1.701 	-1.149 	0.757 	-8.029 	0.85 	-8.079 	0.65 	-7.96 	0.65 	-7.96 	--
rOph 	J162738.6-243839 	J16273863-2438391 	16:27:38.600 	-24:38:39.000 	7.1591 	0.3900 	1.101 	139.68 	[-8.230, -25.674] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.37] 	[, 0.80] 	0.8 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162738.6-243839 	2720 	0.071 	-2.858 	nan 	nan 	nan 	nan 	nan 	nan 	nan 	nan 	--
rOph 	J162738.9-244020 	J16273894-2440206 	16:27:38.900 	-24:40:20.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 39.50] 	[, 22.94] 	22.94 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162738.9-244020 	3485 	0.063 	-1.798 	0.391 	-8.953 	0.295 	-8.83 	0.37 	-8.93 	0.391 	-8.953 	--
rOph 	J162739.0-235818 	J16273901-2358187 	16:27:39.000 	-23:58:18.000 	7.0646 	0.0198 	1.288 	141.55 	[-6.669, -27.011] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 33.64] 	[, 20.26] 	20.26 	[, ] 	[, ] 	-- 	0.21 	29.7255 	Testi+22 	J162739.0-235818 	4210 	1.622 	-98.98 	0.8 	-105.9 	0.8999 	-105.9 	0.69 	-105.85 	0.69 	-105.85 	--
rOph 	J162739.4-243915 	J16273942-2439155 	16:27:39.400 	-24:39:15.000 	7.3925 	0.0505 	1.043 	135.27 	[-6.195, -25.371] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 66.58] 	[, 36.61] 	36.61 	[, ] 	[, ] 	-- 	0.42 	56.8134 	Testi+22 	J162739.4-243915 	3900 	1.093 	-1.111 	0.551 	-7.892 	0.595 	-7.925 	0.49 	-7.84 	0.551 	-7.892 	--
rOph 	J162739.8-244315 	J16273982-2443150 	16:27:39.800 	-24:43:15.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 76.33] 	[, 44.32] 	44.32 	[, ] 	[, ] 	-- 	-- 	-- 		J162739.8-244315 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162739.8-244315 b 	J16273982-2443150 	16:27:39.800 	-24:43:15.000 	-- 	-- 	-- 	139 	-- 	b 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 6.65] 	[, 3.86] 	3.86 	[, ] 	[, ] 	-- 	-- 	-- 		J162739.8-244315 b 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162740.1-242636 	J16274010-2426365 	16:27:40.100 	-24:26:36.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162740.1-242636 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162740.3-242204 b 	J16274028-2422040 	16:27:40.300 	-24:22:04.000 	7.5792 	0.0233 	1.443 	131.94 	[-8.565, -27.770] 	b 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.80] 	[, 0.94] 	0.94 	[, ] 	[, ] 	-- 	-- 	-- 		J162740.3-242204 b 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162740.3-242204 	J16274028-2422040 	16:27:40.300 	-24:22:04.000 	7.5792 	0.0233 	1.443 	131.94 	[-8.565, -27.770] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 6.28] 	[, 3.29] 	3.29 	[, ] 	[, ] 	-- 	-- 	-- 		J162740.3-242204 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162741.5-243538 	J16274149-2435376 	16:27:41.500 	-24:35:38.000 	-- 	-- 	-- 	139 	-- 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.33] 	[, <0.19] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 		J162741.5-243538 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162741.6-244645 	J16274161-2446447 	16:27:41.600 	-24:46:45.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 13.83] 	[, 8.03] 	8.03 	[, ] 	[, ] 	-- 	-- 	-- 		J162741.6-244645 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162741.7-244336 	J16274175-2443360 	16:27:41.700 	-24:43:36.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 3.53] 	[, 2.05] 	2.05 	[, ] 	[, ] 	-- 	-- 	-- 		J162741.7-244336 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162741.8-244235 	J16274178-2442346 	16:27:41.800 	-24:42:35.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.45] 	[, <0.26] 	<0.26 	[, ] 	[, ] 	-- 	-- 	-- 		J162741.8-244235 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162742.7-243851 	J16274270-2438506 	16:27:42.700 	-24:38:51.000 	6.9512 	0.3688 	1.082 	143.86 	[-5.964, -27.662] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.22] 	<0.22 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162742.7-243851 	3410 	0.211 	-2.315 	0.292 	-9.061 	0.3125 	-9.09 	0.31 	-9.09 	0.292 	-9.061 	<
rOph 	J162743.8-244308 	J16274378-2443080 	16:27:43.800 	-24:43:08.000 	-- 	-- 	-- 	139 	-- 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162743.8-244308 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162745.0-240628 	J16274499-2406284 	16:27:45.000 	-24:06:28.000 	7.3191 	0.2162 	0.959 	136.63 	[-6.248, -28.357] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 2.54] 	[, 1.43] 	1.43 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162745.0-240628 	3410 	0.076 	-99.01 	0.33 	-106 	0.275 	-105.9 	0.31 	-106.01 	0.33 	-106 	--
rOph 	J162745.8-244454 	J16274578-2444538 	16:27:45.800 	-24:44:54.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162745.8-244454 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162746.3-243141 	J16274629-2431411 	16:27:46.300 	-24:31:41.000 	6.9161 	0.5386 	1.134 	144.59 	[-8.798, -26.278] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.39] 	[, <0.25] 	<0.25 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162746.3-243141 	2860 	0.096 	-2.945 	nan 	nan 	0.1 	-9.243 	nan 	nan 	0.1 	-9.243 	<
rOph 	J162747.1-244535 	J16274709-2445350 	16:27:47.100 	-24:45:35.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 2.62] 	[, 1.52] 	1.52 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162747.1-244535 	2980 	0.131 	-2.912 	0.144 	-9.338 	0.135 	-9.309 	0.13 	-9.28 	0.144 	-9.338 	<
rOph 	J162748.2-244225 	J16274825-2442256 	16:27:48.200 	-24:42:25.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.32] 	[, 0.77] 	0.77 	[, ] 	[, ] 	-- 	-- 	-- 		J162748.2-244225 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162749.3-242452 	J16274927-2424520 	16:27:49.300 	-24:24:52.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162749.3-242452 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162749.8-242522 	J16274978-2425219 	16:27:49.800 	-24:25:22.000 	6.3710 	0.5939 	1.040 	156.96 	[-7.286, -23.324] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.54] 	[, 0.40] 	0.4 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162749.8-242522 	2860 	0.325 	-1.736 	nan 	nan 	0.1375 	-7.908 	nan 	nan 	0.1375 	-7.908 	--
rOph 	J162751.8-243145 	J16275180-2431455 	16:27:51.800 	-24:31:45.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 2.93] 	[, 1.70] 	1.7 	[, ] 	[, ] 	-- 	-- 	-- 		J162751.8-243145 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162755.2-240215 	J16275523-2402153 	16:27:55.200 	-24:02:15.000 	6.6552 	0.2979 	1.075 	150.26 	[-7.691, -24.472] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.58] 	[, 0.39] 	0.39 	[, ] 	[, ] 	-- 	-- 	-- 		J162755.2-240215 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
