Region 	Source 	2MASS/SSTc2d 	RA 	Dec 	EDR3_plx 	EDR3_err_plx 	EDR3_RUWE 	EDR3_Dist_PPVII 	PM_EDR3_mas 	Disk 	Disk_Flag 	Observatory 	Freq_GHz 	Wavelength 	Beam_arcsec 	RMS_mJy/beam 	Survey_Ref 	Flux_mJy_Standardized 	Mdust_Mearth_Standardized 	Mdust_Mearth_PPVII 	Size_as 	eSize_as 	Hendler20_lR68 	Hendler20_R68_arcsec 	Hendler20_R68_au_DR3 	ref_spt 	Source_check 	Teff_HH14 	Lstar_DR3 	logLacc_DR3 	Mstar_B15_DR3 	logMacc_B15_DR3 	Mstar_S00_DR3 	logMacc_S00_DR3 	Mstar_Fei_DR3 	logMacc_Fei_DR3 	Mstar_PPVII 	logMacc_PPVII 	notes_Macc_PPVII
ChamI 	J11080002-7717304 	J11080002-7717304 	11:08:00.025 	-77:17:30.484 	4.6399 	0.3058 	2.638 	191 	[-18.015, -0.760] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[ <0.45, ] 	[ <0.17, ] 	<0.17 	[, ] 	[, ] 	< 	0.13 	24.83 	Manara+16,17 	J11080002-7717304 	4020 	1.371 	-3.079 	0.631 	-9.897 	0.715 	-9.951 	0.56 	-9.85 	0.56 	-9.85 	<
ChamI 	J11080148-7742288 	J11080148-7742288 	11:08:01.486 	-77:42:28.854 	5.3147 	0.2905 	28.093 	191 	[-17.212, -0.112] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[44.37, ] 	[16.77, ] 	16.59 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11080148-7742288 	4020 	2.312 	-0.629 	nan 	nan 	0.705 	-7.381 	nan 	nan 	0.705 	-7.381 	--
ChamI 	J11080297-7738425 	J11080297-7738425 	11:08:02.975 	-77:38:42.590 	-- 	-- 	-- 	191 	[, ] 	FS 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[102.24, ] 	[38.64, ] 	38.23 	[0.28, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11080297-7738425 	3720 	0.168 	-1.86 	0.532 	-8.99 	0.465 	-8.932 	0.55 	-9.01 	0.532 	-8.99 	--
ChamI 	J11081509-7733531 	J11081509-7733531 	11:08:15.099 	-77:33:53.158 	5.3381 	0.0352 	3.247 	191 	[-23.574, 0.530] 	FS 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[209.29, ] 	[79.09, ] 	78.27 	[0.46, ] 	[, ] 	-- 	0.33 	63.03 	Manara+16,17 	J11081509-7733531 	4870 	1.776 	-1.47 	nan 	nan 	1.5149 	-8.778 	1.43 	-8.75 	1.43 	-8.75 	--
ChamI 	J11081850-7730408 	J11081850-7730408 	11:08:18.505 	-77:30:40.813 	5.3563 	0.1419 	1.061 	186.70 	[-25.065, 1.025] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.17, ] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11081850-7730408 	2815 	0.013 	-5.035 	0.045 	-11.4 	nan 	nan 	nan 	nan 	0.045 	-11.4 	<
ChamI 	J11082238-7730277 	J11082238-7730277 	11:08:22.381 	-77:30:27.713 	5.2601 	0.0673 	1.046 	190.11 	[-22.816, 0.286] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11082238-7730277 	2920 	0.042 	-3.234 	0.077 	-9.619 	0.1 	-9.727 	0.09 	-9.68 	0.077 	-9.619 	--
ChamI 	J11082570-7716396 	J11082570-7716396 	11:08:25.705 	-77:16:39.619 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.45, ] 	[ <0.17, ] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J11082570-7716396 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
ChamI 	J11082650-7715550 	J11082650-7715550 	11:08:26.506 	-77:15:55.098 	5.1079 	0.1207 	1.003 	195.78 	[-22.186, -0.459] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.19, ] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11082650-7715550 	2920 	0.021 	-4.178 	0.07 	-10.67 	nan 	nan 	0.09 	-10.78 	0.07 	-10.67 	--
ChamI 	J11083905-7716042 	J11083905-7716042 	11:08:39.051 	-77:16:04.242 	5.2687 	0.0228 	1.250 	189.80 	[-22.508, 0.907] 	II/T 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[14.11, ] 	[5.27, ] 	5.27 	[, ] 	[, ] 	< 	0.09 	17.082 	Manara+16,17 	J11083905-7716042 	4020 	0.464 	-1.483 	0.723 	-8.595 	0.7549 	-8.613 	0.71 	-8.59 	0.71 	-8.59 	--
ChamI 	J11083952-7734166 	J11083952-7734166 	11:08:39.523 	-77:34:16.669 	5.3366 	0.0670 	1.296 	187.39 	[-23.249, 0.592] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.17, ] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11083952-7734166 	2815 	0.096 	-3.721 	nan 	nan 	0.1 	-10 	nan 	nan 	0.1 	-10 	--
ChamI 	J11085090-7625135 	J11085090-7625135 	11:08:50.908 	-76:25:13.588 	5.2017 	0.0416 	1.048 	192.24 	[-22.020, -0.158] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11085090-7625135 	2920 	0.043 	-3.892 	0.078 	-10.27 	0.1 	-10.38 	0.09 	-10.33 	0.078 	-10.27 	--
ChamI 	J11085367-7521359 	J11085367-7521359 	11:08:53.679 	-75:21:35.946 	5.2490 	0.0150 	1.399 	190.51 	[-22.533, 0.549] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[24.60, ] 	[9.25, ] 	9.25 	[0.30, ] 	[, ] 	-- 	0.15 	28.5765 	Manara+16,17 	J11085367-7521359 	3720 	0.269 	-0.909 	0.497 	-7.909 	0.4699 	-7.885 	0.5 	-7.91 	0.497 	-7.909 	--
ChamI 	J11085464-7702129 	J11085464-7702129 	11:08:54.642 	-77:02:12.962 	5.3575 	0.0328 	1.893 	191 	[-23.557, 1.003] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[4.03, ] 	[1.50, ] 	1.49 	[, ] 	[, ] 	< 	0.13 	24.83 	Manara+16,17 	J11085464-7702129 	3810 	0.183 	-1.871 	0.61 	-9.064 	0.5525 	-9.021 	0.64 	-9.09 	0.61 	-9.064 	--
ChamI 	J11085497-7632410 	J11085497-7632410 	11:08:54.971 	-76:32:41.086 	5.1702 	0.0689 	0.966 	193.42 	[-22.325, -0.991] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.19, ] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11085497-7632410 	2920 	0.039 	-3.785 	0.077 	-10.18 	0.1 	-10.29 	0.09 	-10.25 	0.077 	-10.18 	--
ChamI 	J11091812-7630292 	J11091812-7630292 	11:09:18.129 	-76:30:29.250 	5.4454 	0.0624 	1.244 	183.64 	[-21.817, -0.675] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[2.78, ] 	[0.96, ] 	0.96 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11091812-7630292 	3900 	0.329 	-1.788 	0.653 	-8.904 	0.64 	-8.895 	0.65 	-8.9 	0.653 	-8.904 	--
ChamI 	J11092266-7634320 	J11092266-7634320 	11:09:22.669 	-76:34:32.023 	5.1789 	0.1593 	1.110 	193.09 	[-22.296, 0.034] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[3.85, ] 	[1.49, ] 	1.49 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11092266-7634320 	3720 	0.109 	-2.034 	0.583 	-9.299 	0.4525 	-9.189 	0.58 	-9.3 	0.583 	-9.299 	--
ChamI 	J11092379-7623207 	J11092379-7623207 	11:09:23.790 	-76:23:20.756 	5.2322 	0.0154 	1.571 	191.12 	[-21.599, -0.339] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[123.11, ] 	[46.58, ] 	46.58 	[0.26, ] 	[, ] 	-- 	0.17 	32.4904 	Manara+16,17 	J11092379-7623207 	3810 	0.784 	-0.325 	0.496 	-7.113 	0.53 	-7.141 	0.46 	-7.08 	0.496 	-7.113 	--
ChamI 	J11094260-7725578 	J11094260-7725578 	11:09:42.603 	-77:25:57.860 	5.1683 	0.1087 	1.133 	193.49 	[-23.255, 0.278] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.19, ] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J11094260-7725578 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
ChamI 	J11094621-7634463 	J11094621-7634463 	11:09:46.211 	-76:34:46.387 	5.0944 	0.0402 	1.079 	196.29 	[-21.214, -0.929] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[4.73, ] 	[1.89, ] 	1.89 	[, ] 	[, ] 	< 	0.14 	27.4806 	Manara+16,17 	J11094621-7634463 	3410 	0.09 	-2.254 	0.328 	-9.235 	0.2775 	-9.163 	0.31 	-9.21 	0.328 	-9.235 	--
ChamI 	J11094742-7726290 	J11094742-7726290 	11:09:47.424 	-77:26:29.062 	5.2241 	0.0856 	0.924 	191.42 	[-22.390, 0.511] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[147.85, ] 	[56.12, ] 	56.12 	[0.75, ] 	[, ] 	-- 	0.53 	101.4526 	Manara+16,17 	J11094742-7726290 	3720 	0.142 	-1.776 	0.557 	-8.964 	0.4699 	-8.89 	0.57 	-8.97 	0.557 	-8.964 	--
ChamI 	J11095215-7639128 	J11095215-7639128 	11:09:52.156 	-76:39:12.805 	3.9844 	0.1721 	1.254 	250.98 	[-21.592, -0.683] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.31, ] 	<0.31 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11095215-7639128 	2815 	0.068 	-3.811 	0.086 	-10.1 	nan 	nan 	nan 	nan 	0.086 	-10.1 	--
ChamI 	J11095336-7728365 	J11095336-7728365 	11:09:53.370 	-77:28:36.559 	5.3871 	0.3648 	1.274 	185.63 	[-22.579, 0.516] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.17, ] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11095336-7728365 	2920 	0.018 	-3.523 	0.068 	-10.02 	nan 	nan 	0.09 	-10.15 	0.068 	-10.02 	--
ChamI 	J11095340-7634255 	J11095340-7634255 	11:09:53.405 	-76:34:25.511 	5.1929 	0.1038 	6.127 	191 	[-26.840, 2.146] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[76.10, ] 	[28.76, ] 	28.46 	[0.56, ] 	[, ] 	-- 	0.36 	68.76 	Manara+16,17 	J11095340-7634255 	4020 	0.677 	0.2069 	0.691 	-6.803 	0.72 	-6.82 	0.65 	-6.77 	0.65 	-6.77 	--
ChamI 	J11095407-7629253 	J11095407-7629253 	11:09:54.076 	-76:29:25.310 	5.0099 	0.1669 	9.312 	191 	[-22.540, -0.820] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[30.49, ] 	[11.52, ] 	11.4 	[0.13, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11095407-7629253 	3720 	0.154 	-1.955 	0.544 	-9.115 	0.4625 	-9.044 	0.57 	-9.13 	0.544 	-9.115 	--
ChamI 	J11095873-7737088 	J11095873-7737088 	11:09:58.738 	-77:37:08.879 	5.2479 	0.0576 	7.188 	191 	[-22.717, 1.437] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[20.81, ] 	[7.86, ] 	7.78 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11095873-7737088 	3810 	0.86 	0.0341 	0.491 	-6.729 	0.5375 	-6.768 	0.45 	-6.69 	0.491 	-6.729 	--
ChamI 	J11100010-7634578 	J11100010-7634578 	11:10:00.108 	-76:34:57.893 	5.2965 	0.0314 	2.798 	191 	[-22.507, -0.812] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[1363.47, ] 	[515.28, ] 	509.9 	[0.56, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11100010-7634578 	4870 	3.778 	0.7705 	nan 	nan 	1.9299 	-6.478 	1.5 	-6.37 	1.5 	-6.37 	--
ChamI 	J11100369-7633291 	J11100369-7633291 	11:10:03.693 	-76:33:29.178 	5.1085 	0.0482 	1.040 	195.75 	[-21.610, -1.608] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[9.83, ] 	[3.90, ] 	3.9 	[, ] 	[, ] 	< 	0.15 	29.3625 	Manara+16,17 	J11100369-7633291 	3900 	0.344 	-2.273 	0.646 	-9.374 	0.6349 	-9.366 	0.64 	-9.37 	0.646 	-9.374 	--
ChamI 	J11100469-7635452 	J11100469-7635452 	11:10:04.693 	-76:35:45.272 	5.1797 	0.0117 	1.089 	193.06 	[-20.672, -1.147] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[7.73, ] 	[2.98, ] 	2.98 	[, ] 	[, ] 	-- 	0.18 	34.7508 	Manara+16,17 	J11100469-7635452 	4020 	0.495 	-2.428 	0.715 	-9.522 	0.735 	-9.533 	0.7 	-9.51 	0.7 	-9.51 	--
ChamI 	J11100704-7629376 	J11100704-7629376 	11:10:07.045 	-76:29:37.698 	5.7305 	0.2207 	21.213 	191 	[-23.039, -1.287] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[7.17, ] 	[2.71, ] 	2.68 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11100704-7629376 	4020 	0.747 	-1.441 	0.683 	-8.425 	0.72 	-8.447 	0.63 	-8.39 	0.63 	-8.39 	--
ChamI 	J11100785-7727480 	J11100785-7727480 	11:10:07.851 	-77:27:48.082 	4.8795 	0.2290 	1.134 	204.94 	[-22.567, -0.418] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[0.49, ] 	[0.21, ] 	0.21 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11100785-7727480 	2920 	0.058 	-4.068 	0.091 	-10.45 	0.1 	-10.49 	0.09 	-10.45 	0.091 	-10.45 	--
ChamI 	J11101141-7635292 	J11101141-7635292 	11:10:11.417 	-76:35:29.288 	5.1005 	0.0257 	1.161 	196.06 	[-22.157, -1.434] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[73.82, ] 	[29.40, ] 	29.4 	[0.19, ] 	[, ] 	-- 	0.14 	27.4484 	Manara+16,17 	J11101141-7635292 	4210 	0.916 	-2.296 	0.848 	-9.37 	0.9399 	-9.414 	0.78 	-9.34 	0.78 	-9.34 	<
ChamI 	J11103801-7732399 	J11103801-7732399 	11:10:38.018 	-77:32:39.905 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[5.37, ] 	[2.03, ] 	2.01 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11103801-7732399 	4375 	2.678 	-0.79 	0.991 	-7.731 	1.18 	-7.807 	0.82 	-7.65 	0.82 	-7.65 	--
ChamI 	J11104141-7720480 	J11104141-7720480 	11:10:41.415 	-77:20:48.048 	5.0050 	0.1662 	1.055 	199.80 	[-22.417, 0.387] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.20, ] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11104141-7720480 	2920 	0.022 	-2.929 	0.071 	-9.412 	nan 	nan 	0.09 	-9.51 	0.071 	-9.412 	--
ChamI 	J11104959-7717517 	J11104959-7717517 	11:10:49.596 	-77:17:51.745 	5.3565 	0.0201 	1.280 	186.69 	[-22.317, 1.296] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[58.37, ] 	[21.07, ] 	21.07 	[0.34, ] 	[, ] 	-- 	0.21 	39.2049 	Manara+16,17 	J11104959-7717517 	3560 	0.204 	-0.672 	0.383 	-7.581 	0.3799 	-7.577 	0.41 	-7.61 	0.383 	-7.581 	--
ChamI 	J11105333-7634319 	J11105333-7634319 	11:10:53.336 	-76:34:31.994 	5.1753 	0.0165 	1.294 	193.23 	[-21.720, -0.833] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[31.02, ] 	[12.00, ] 	12 	[0.22, ] 	[, ] 	-- 	0.16 	30.9168 	Manara+16,17 	J11105333-7634319 	3410 	0.233 	-0.976 	0.291 	-7.7 	0.31 	-7.726 	0.3 	-7.72 	0.291 	-7.7 	--
ChamI 	J11105359-7725004 	J11105359-7725004 	11:10:53.591 	-77:25:00.484 	5.1568 	0.2094 	1.026 	193.92 	[-22.763, 0.205] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[7.88, ] 	[3.07, ] 	3.07 	[0.18, ] 	[, ] 	-- 	0.12 	23.2704 	Manara+16,17 	J11105359-7725004 	2980 	0.051 	-3.378 	0.103 	-9.865 	0.1 	-9.85 	0.09 	-9.8 	0.103 	-9.865 	--
ChamI 	J11105597-7645325 	J11105597-7645325 	11:10:55.974 	-76:45:32.573 	6.4247 	0.6263 	14.313 	191 	[-23.748, 0.142] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[2.23, ] 	[0.84, ] 	0.83 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11105597-7645325 	2815 	0.182 	-3.089 	nan 	nan 	0.1024 	-9.245 	nan 	nan 	0.1024 	-9.245 	--
ChamI 	J11111083-7641574 	J11111083-7641574 	11:11:10.833 	-76:41:57.433 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[54.27, ] 	[20.51, ] 	20.3 	[0.74, ] 	[, ] 	-- 	0.5 	95.5 	Manara+16,17 	J11111083-7641574 	3720 	0.004 	-2.75 	nan 	nan 	nan 	nan 	nan 	nan 	nan 	nan 	SL
ChamI 	J11113965-7620152 	J11113965-7620152 	11:11:39.656 	-76:20:15.252 	5.2060 	0.0216 	1.986 	191 	[-21.807, -0.250] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[21.48, ] 	[8.12, ] 	8.03 	[, ] 	[, ] 	< 	0.09 	17.19 	Manara+16,17 	J11113965-7620152 	3300 	0.408 	-0.662 	0.248 	-7.166 	0.28 	-7.218 	0.24 	-7.15 	0.248 	-7.166 	--
ChamI 	J11114632-7620092 	J11114632-7620092 	11:11:46.324 	-76:20:09.211 	5.2188 	0.0103 	0.901 	191.61 	[-21.891, -0.220] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[35.20, ] 	[13.39, ] 	13.39 	[0.19, ] 	[, ] 	-- 	0.14 	26.8254 	Manara+16,17 	J11114632-7620092 	4710 	1.476 	-0.584 	1.399 	-7.868 	1.4399 	-7.881 	1.27 	-7.83 	1.27 	-7.83 	--
ChamI 	J11120351-7726009 	J11120351-7726009 	11:12:03.511 	-77:26:00.992 	5.3729 	0.0722 	1.104 	186.12 	[-23.393, 0.401] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[2.95, ] 	[1.06, ] 	1.06 	[, ] 	[, ] 	< 	0.11 	20.4732 	Manara+16,17 	J11120351-7726009 	2920 	0.094 	-3.187 	0.121 	-9.591 	0.1 	-9.507 	0.1 	-9.52 	0.121 	-9.591 	--
ChamI 	J11120984-7634366 	J11120984-7634366 	11:12:09.849 	-76:34:36.610 	5.1932 	0.0219 	1.247 	192.56 	[-21.668, -1.122] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[4.44, ] 	[1.71, ] 	1.71 	[, ] 	[, ] 	< 	0.11 	21.1816 	Manara+16,17 	J11120984-7634366 	2980 	0.202 	-2.663 	nan 	nan 	0.155 	-9.025 	nan 	nan 	0.155 	-9.025 	--
ChamI 	J11122441-7637064 	J11122441-7637064 	11:12:24.415 	-76:37:06.406 	5.2145 	0.0108 	0.875 	191.77 	[-21.840, -0.327] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[1.21, ] 	[0.45, ] 	0.45 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11122441-7637064 	4710 	0.919 	-0.629 	1.235 	-7.962 	1.23 	-7.96 	1.21 	-7.96 	1.21 	-7.96 	--
ChamI 	J11122772-7644223 	J11122772-7644223 	11:12:27.720 	-76:44:22.344 	5.2148 	0.0142 	1.333 	191.76 	[-21.653, -0.769] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[59.05, ] 	[22.49, ] 	22.49 	[0.12, ] 	[, ] 	-- 	0.12 	23.0112 	Manara+16,17 	J11122772-7644223 	4870 	3.663 	-0.036 	nan 	nan 	1.9175 	-7.289 	1.5 	-7.18 	1.5 	-7.18 	--
ChamI 	J11123092-7644241 	J11123092-7644241 	11:12:30.927 	-76:44:24.130 	5.1481 	0.0199 	1.158 	194.25 	[-21.980, -0.579] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[12.18, ] 	[4.76, ] 	4.76 	[, ] 	[, ] 	< 	0.13 	25.2525 	Manara+16,17 	J11123092-7644241 	3810 	0.265 	-0.677 	0.576 	-7.766 	0.545 	-7.741 	0.59 	-7.78 	0.576 	-7.766 	--
ChamI 	J11124268-7722230 	J11124268-7722230 	11:12:42.689 	-77:22:23.052 	5.2302 	0.1675 	17.609 	191 	[-23.792, 0.700] 	II/T 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	< 	0.18 	34.38 	Manara+16,17 	J11124268-7722230 	4870 	3.539 	-2.141 	nan 	nan 	1.9025 	-9.398 	1.5 	-9.3 	1.5 	-9.3 	<
ChamI 	J11124861-7647066 	J11124861-7647066 	11:12:48.611 	-76:47:06.673 	5.2869 	0.0238 	1.035 	189.15 	[-22.314, -0.139] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11124861-7647066 	3085 	0.153 	-2.909 	0.156 	-9.365 	0.175 	-9.415 	0.14 	-9.32 	0.156 	-9.365 	--
ChamI 	J11132446-7629227 	J11132446-7629227 	11:13:24.461 	-76:29:22.729 	5.2476 	0.0233 	1.227 	190.56 	[-22.120, -0.415] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[8.07, ] 	[3.04, ] 	3.04 	[, ] 	[, ] 	-- 	0.17 	32.3952 	Manara+16,17 	J11132446-7629227 	3190 	0.155 	-2.895 	0.188 	-9.46 	0.2125 	-9.511 	0.18 	-9.45 	0.188 	-9.46 	--
ChamI 	J11142454-7733062 	J11142454-7733062 	11:14:24.544 	-77:33:06.217 	5.3057 	0.0429 	1.114 	188.48 	[-22.749, 0.481] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[7.43, ] 	[2.73, ] 	2.73 	[0.18, ] 	[, ] 	-- 	0.12 	22.6176 	Manara+16,17 	J11142454-7733062 	3085 	0.166 	-2.262 	0.161 	-8.715 	0.18 	-8.763 	0.14 	-8.67 	0.161 	-8.715 	--
